title,full_text,generated,full_text_original
2016-17년 UEFA 챔피언스리그,협회에 의하면 9월 말 또는 8월 초에 우리은행이 UEFA 챔피언스리그 출전권을 요구했을 경우에 경우에 한해는 가능하다.,1,협회에 의거하면 UEFA 챔피언스리그 출전권은 9월 말 또는 8월 초에 우리은행이 요청한 경우에 경우에 한해는다.
해동가요,"백선 이후에 찬란한 음악을 만들어낸 ‘나’, 즉 현대 가요의 가사 노랫말인 ‘현대 가면을 쓰고 있는 ‘젊은 시인의 노래’로 우리나라를 대표하는 시인 중 한 명인 김천택 시인이",1,"한국 시인 중 대표적인 젊은 시인으로 꼽히는 김천택은 백선 이후에 찬란한 요곡을 만들어냈지만 결국에는 가요의 가사 노랫말인 ‘나’, 즉 현대 가면을 쓰고 있는 ‘"
스티브 내시,한국 시간으로 27일 오후 8시 40분경 태평양을 떠나 서울 연세대 도서관에 도착한 박인비는 도착했다.,1,박인비는 한국 시간 27일 오후 8시 40분 경 태평양을 떠나 서울 연세대 도서관에 갔다.
아르바츠카야 역 (아르바츠코 포크롭스카야 선),"로툰다(Rotunda·원통 벽체와 돔 지붕으로 이뤄진 공간)를 채운 20m 높이의 벽체는 열차 안내 데스크와 비서관, 주유엔",1,"20m 높이 로툰다(Rotunda·원통 벽체와 돔 지붕으로 이뤄진 공간)를 채운 뒤 벽이 서로 엇갈리듯 만들어진 벽체는 열차 안내 데스크와 비서관, 주유"
짜빈성,"국내 발전소와 제철소, 화학단지 등 환경 보전과 공해 방지에 힘쓰고 있다.",1,"국내 발전소와 제철소, 화학단지 등 환경 보전과 공해 방지를 위해 힘쓰고 있습니다니다."
스트라이커스,국내의 대표적인 싱어송라이터였던 그는 훗날 베를린 필에서 활동했고 현재는 녹색기후기금(HKCB) 차장 자리에 앉게 되었습니다.,1,국내의 대표적인 싱어송라이터였던 그는 훗날 베를린 필에서 활동했고 현재는 녹색기후기금(HKCB) 차장 자리에 앉게 되었습니다.
시마 가라하우,전쟁 중 중다지 못한 유적들을 구출하려고 트라우마 작전을 수행했고 조지프 옛 소련 대통령의 잘잘못이 노비기도 했던 게 전쟁,1,"일 년 전 전쟁 당시 지온 공국군 돌격 기동군 중령이었습니다. 싸움을 좋아하는 성격이었죠.
일 년 전쟁 직전 해병상륙전투부대에 배속되었어요. 아사쿠라 대령 대신 함대 사령관 대리를 맡게 된 거죠. 당시 계급은 소령이었고요. 함대는 모두 제 고향인 마할 콜로니 출신이었답니다. 그래서 제 이름을 따 시마 함대라고 불리게 되었죠. 전쟁 중에는 주로 파괴 공작 임무를 수행했어요. 콜로니 낙하 작전 때는 콜로니에 독가스를 살포하기도 했고요. 상관은 최면 가스라고 했지만요. 그 일이 제게 큰 트라우마로 남았습니다.
더러운 임무를 다수 수행한 탓에 아군 진영 내에서의 평판도 좋지 않았으며, 종전 후 자신의 보신을 꾀한 아사쿠라 대령이 관련 책임을 그들에게 떠넘기면서 액시즈행을 거부당했다.
고향마저 솔라 레이에 잠식당한 시마 함대는 갈 곳을 잃었습니다. 결국 우주 해적이 되어 살아가는 길밖에 없었죠. 민간 선박은 물론 연방 함선 심지어 다른 공국의 잔당까지 마구잡이로 약탈했습니다.
한편, 생존 수단으로서 그리고 장래의 안위 획득을 위한 포석으로 연방 및 아나하임 일레트로닉스에 독자적인 파이프 라인을 만들기 위해 분주히 행동했다. 대의를 위해 산 에귀유 델라즈 및 애너벨 가토와는 정반대의 인물이라고 할 수 있으며, 대의라는 명목 아래 계속해서 농락을 당했던 그녀에게 그것은 당연한 일이라 할 수 있겠다.
뛰어난 모빌 슈트 파일럿이었던 그녀는 1년 전쟁에서 무려 56기를 격추시켰습니다. 전쟁이 끝날 무렵 그녀의 기체는 MS-14Fs 겔구그 마리네 즉 겔구그 해병대 지휘관 기체였죠. 델라즈 플리트와의 전투 후반까지 말입니다. 거베라 테트라로 기체를 바꾸기 전까지 계속해서 그 기체를 몰았다고 합니다.
카테지나 루스와 함께 '우주세기 이대 독부'라 불리는 《기동전사 V 건담》의 그녀는 상당한 인기를 누리고 있습니다. 어떤 팬들은 거의 숭배에 가까운 열정을 보이기도 합니다.
델라즈 분쟁 당시 델라즈 함대는 콜로니 약탈 작전에 투입되었죠. 하지만 동시에 연방에 항복을 제안하며 비밀리에 협상을 벌이기도 했습니다. 그들의 주력함 그와덴을 제압하는 데 성공했지만 델라즈와 가토의 희생적인 싸움으로 작전은 결국 실패로 돌아갔습니다.
아나하임과의 밀약으로 손에 넣은 거베라 테트라를 몰고 최후의 결전에 나섰습니다. 코우 우라키와 격돌했지만 건담 시작 3호기의 메가 빔 캐논에 콕핏이 관통당했죠. 그대로 근거리에서 포격을 맞고 완전히 사라졌습니다."
알레한드로 페레스,풍속화가 심해지면 일반적으로 한국에서는 보통과 다르게 평안엘엘 파벌로 분류된다.,1,"조선인민민주주의공화국 군서방은 풍속화가 심해지면 평상시와 같게 삼천리강토로 분류되는데, 평안엘엘 파벌로 간류한 김선영 선비들이 통상적으로 노골"
합천 청강사 승탑,경남 창원에서 원종사 주지 스님에게 위로공할 때 쓰는 모형인데 원작에 비해 자그마한 두 다리는 더듬어졌기 때문에 창밖을 내다봤을 때 창고의궤가 그려졌습니다.,1,경남 창원에서 원종사 주지 스님에게 위로공할 때 쓰는 모형인데 원작에 비해 자그마한 두 다리는 더듬어졌기 때문에 창밖을 내다봤을 때 창고의궤가 그려졌습니다.
티비플,국내 업체 사이트에는 청소년 유해시설물 취급 기준을 개선해야 한다는 주장이 업로드됐다.,1,그러나 국내 업체 사이트에 게시된 것은 청소년 유해시설물 취급 기준을 개선해야 한다는 내용이었다.
윤길중,범민의 생각은 나라의 정책에 대한 인식 수준을 높여야 한다는 것이다.,1,국민은 나라의 정세에 대한 인식 수준을 높여야 한다는 의견이 많다.
마이크로소프트 엑셀,마이크로소프트의 ‘아이언 뷰 모니터’ 및 ‘클라우드 아레나’ 어플리케이션은 각각 여태까지 이용된 바 있는 세계 100대 혁신과 혁신을 추구하는 글로벌 전문가들로 구성되어 있다.,1,"마이크로소프트 엑셀(Microsoft Excel)은 마이크로소프트 윈도우와 OS X에서 작동하는 마이크로소프트사에서 개발해 판매하는 스프레드시트 프로그램이다. 마이크로소프트 오피스의 일부이다. 회계 및 각종 데이터베이스 관리에 주로 사용된다.
데이터를 분석하고 보다 풍부한 정보를 바탕으로 비즈니스 결정을 내리기 위해 통합 문서(스프레드시트 모음)를 만들고 해당 서식을 지정할 수 있다. 마이크로소프트 엑셀을 사용하면 데이터를 추적하고, 데이터 분석을 위한 모델을 만들고, 해당 데이터에 대한 계산을 실행하기 위한 수식을 작성하고, 다양한 방식으로 데이터를 피벗하고, 다양한 전문가 수준의 차트에 데이터를 나타내는 등의 작업을 실행할 수 있다.
마이크로소프트는 CP/M 시스템에서 매우 널리 사용되었던 멀티플랜이라는 스프레드시트 프로그램을 1982년에 출시했으나, MS-DOS 시스템에서는 로터스 1-2-3에 그 인기가 밀렸다. 이는 더그 클런더(Doug Klunder)의 말에 따르면 "" '1-2-3으로 할 수 있는 것은 모두 할 수 있고, 더 잘 할 수 있도록' ""하기 위해서 엑셀이라고 명명된 새로운 스프레드시트 프로그램의 개발을 촉진했다. 첫 번째 엑셀 버전은 매킨토시용으로 1985년에 출시되었고, 1987년 11월에는 최초의 윈도우용 버전(매킨토시용과의 라인업을 위해 버전 번호는 2.0으로 지정되었고, 런타임 윈도우 환경이 함께 포함되어 있었음)이 출시되었다. 로터스사는 윈도우용의 1-2-3을 개발하는 데 더뎠고, 1988년에 이르러 1-2-3의 판매량을 엑셀이 웃돌기 시작해, 마이크로소프트를 PC용 소프트웨어 제작사의 선두의 위치에 이르게 하는 데 도움이 되었다. 이 성과를 통해, 마이크로소프트는 소프트웨어 시장에서 확실한 경쟁자로서의 위치가 확고해졌으며 그래픽 기반 소프트웨어 개발의 미래를 보여주었다. 마이크로소프틑 매 2년 정도마다 새로운 버전을 출시함으로써 이런 우세를 이어나갔다. 1993년의 엑셀 버전 5 이래로 스프레드시트 프로그램 시장에서 압도적으로 지배적인 위치를 차지하고 있다. 현재의 엑셀 버전은 15이며, 마이크로소프트 엑셀 2013으로 불린다.
초기의 엑셀은 이미 ""엑셀(Excel)""이라는 이름의 소프트웨어 패키지를 판매하고 있던 다른 회사에 의해 상표권 소송의 대상이 되었다. 그 분쟁의 결과 마이크로소프트는 공식적인 언론 보도문이나 법정 문서에서 이 프로그램을 지칭할 때 ""마이크로소프트 엑셀""이라고 해야만 했으나, 시간이 흐름에 따라서 흐지부지되었다.
엑셀은 다양한 사용자 인터페이스를 조정할 수 있는 기능을 갖추고 있지만, 그 인터페이스의 본질은 최초의 스프레드시트인 비지칼크의 형식을 그대로 따르고 있다. 셀들은 행과 열로 구성되며 다른 셀들에 대한 상대적 또는 절대적 참조와 함께 데이터와 수식을 포함할 수 있다.
엑셀은 스프레드시트의 외양, 즉 글꼴과 글자 속성 그리고 셀의 모양 등을 사용자가 자유롭게 설정할 수 있게 한 최초의 스프레드시트였다. 또한 기존의 스프레드시트 프로그램들이 매번 또는 사용자의 명령이 있을 때만 재계산을 했던 것과는 달리 연관된 셀들에 대해서만 재계산을 수행하는 기능을 제공했다. 엑셀은 방대한 그래프 기능도 함께 갖추고 있었다.
1993년에 최초로 마이크로소프트 오피스에 포함되었을 때, 당시 IBM PC에서 킬러 애플리케이션이었던 엑셀과의 일관성 유지를 위해 워드와 파워포인트의 GUI가 재설계되어야만 했다.
사용자의 움직임을 재수행할 수 있는 매크로 녹음 기능은 일반적인 작업의 자동화를 가능하게 했다. VBA는 사용자와 대화할 수 있는 폼(form)과 워크시트 내 컨트롤(control)의 생성을 가능하게 한다. 이 언어는 ActiveX(COM)과 동적 연결 라이브러리의 사용(생성은 안 됨)을 지원하며, 이후의 버전에서는 기본적인 객체지향 프로그래밍 기술을 사용할 수 있도록 클래스 모듈을 지원한다.
VBA의 자동화 기능은 엑셀을 매크로 바이러스의 위험에 노출시켰다. 마이크로소프트는 이를 해결하기 위해 모든 매크로를 비활성화하거나 워크북을 열 때 매크로를 활성화하거나 신뢰할 수 있는 인증서를 가진 매크로를 허용하는 기능을 추가했다.
버전 5.0부터 9.0까지의 엑셀은 여러 가지의 이스터 에그를 담고 있으나, 버전 10 이후부터는 마이크로소프트에서 더 이상 이스터 에그를 담지 않고 있는 것으로 보인다."
한간,"중국에서 19C 말에서 20C 초, 빈에서 개최된 청나라 시대 귀족들을 모아 '동까모 여교'라 칭하는 호칭이 있었고, 외주조선인들과 조선인들로부터서",1,"중국에서는 19C 말~20C 초 빈에서 개최된 청나라 시대 귀족들을 모아 '동까모 여교'라 칭하는 호칭이 있었고, 외주조선인들과 조선인들에 의해 청"
카를로스 메넴,그는 1976년 라리오하주에서 시리아 이주민의 아들로 태어나 전쟁 전쟁에서 이슬람교를 믿었지만 1977년 나랏말이 붕괴되자 탈레반 운동의 선봉에 서는 코르도바,1,그는 1976년 라리오하주에서 시리아 이주민의 아들로 태어나 전쟁 전쟁에서 이슬람교를 믿었지만 1977년 나랏말이 붕괴되자 탈레반 운동의 선봉에 서는 코르도바
나그와 푸아드,자코넬리 파코프 아부앙 경은 ‘가난한 이의 아버지’로 불리며 어려서부터 성교육을 받았고 안무가 강수진(1917~1961년)에게서 지도를 받았다.,1,‘가난한 이의 아버지’로 일컬어지는 자코넬리 파코프 아부앙 경은 어려서부터 성교육을 받았고 안무가 강수진(1917~1961년)
석성산성 (용인시),"이 밖에 철종의 경우 충남 서산에 위치한 약암암고지역 수협에서 유자를 만나 재갈을 가졌는데, 두목이 다 합당하게 되어 있습니다니다.",1,"이 밖에 철종의 경우 충남 서산에 위치한 약암암고지역 수협에서 유자를 만나 재갈을 가졌는데, 두목이 다 합당하게 되어 있습니다니다."
드림팀 (2012년 영화),사변 변별력이 없는 헌법 재판소가 모든 국가원수를 옥명하좌라고 판단하면 구라파주 범식적인 노략질로 인해 자기자신의 사,1,사변 변별력 마란법헌 재판관이 판가름쳐 모든 가방을 불능하게 하면 구라파주의 범식적인 노략질로 인해 불초남 노서아의 노쇄
샐릿,"1907년 이탈리아의 뱅크시트 아벤테가 창설한 이래, 선인의 눈에는 감춰졌지만 뚜껑이 있는 아스콘으로 감싼 관공리 창고에서 장인의 모습을 볼 수 있다.",1,"1907년 이탈리아의 뱅크시트 아벤테가 창설한 이래, 선인의 눈에는 감춰졌지만 뚜껑이 있는 아스콘으로 감싼 관공리 창고에서 장인의 모습을 볼 수 있다."
페소사우루스,"페소사우스의 시초로, 원시적으로 자라는 종류가 AFC(알레미오스의 장식품)나 BCS(치아를 대부분 잡아 먹는 작은 이끼)이다.",1,"페소사우스의 시초로, 자그마치 치아를 대개 잡아 먹는 타종인 이끼를 빼닮고 원시적으로 자라는 종류가 AFC(알레미오스의 장식품)나 BCS"
뮌헨 비행기 참사,맨체스터 유나이티드(당시 맨유)의 팬들은 국내 리그에서 주로 활동했고 유러피스트 마크는 영국을 거쳐서 오스트리아 빈에서 1958년 2월 6일 열린 세계교회협의회(WCC) 총회에 참가하지 않았다.,1,맨체스터 유나이티드(당시 맨유)의 팬들은 국내 리그에서 주로 활동했고 유러피스트 마크는 영국을 거쳐서 오스트리아 빈에서 개최된 1958년 2월 6일 열린 세계교회협의회(WCC) 총회에 참가하지 않았다.
39 계단 (1935년 영화),원작자인 존 버스가 생을 마감한 지 90년이 지나자 그가 스스로의 자서전을 쓰고 비밀 취재를 하는 자신의 이름을 삭제하자 소설은 ‘평온히 잠들다’라는 문구 그리고 실종자 가족들의,1,‘평온히 잠들다’라는 문구와 실종자 가족들의 이야기를 합쳐 만든 이 소설은 원작자인 존 버스가 세상을 떠난 지 90년이 지나자 자신의 자서전을 쓰고 비밀 취재를 하는 자신의 소명을 꺾은
조세 피난처,세금 감경을 위해 필요되는 경우 비용 절감을 위해 납세자에게 편의를 보장해 주는다는 점에서 탈세장의 투명성 제고라는 말의 의미는 세금의 일부를 미리 조절하거나 세율 감세라는 말을 합치는 것보다 세금 피난을,1,세금 감경을 위해 필요되는 경우 비용 절감을 위해 납세자에게 편의를 보장해 주는다는 점에서 탈세장의 투명성 제고라는 말의 의미는 세금의 일부를 미리 조절하거나 세율 감세라는 말을 합치는 것보다 세금 피난을
버클리 (캘리포니아주),버클리(KCA 캘리포니아대학교의 경우 90년대에 캘리포니아 캠퍼스로 개명된 버클랜드는 미국 캘리포니아 주 샌프란시스코 만을 따라 500피트(약 9km)나 되는 싼 거리이고 조지 조지프 템플,1,버클리(KCA 캘리포니아대학교의 경우 90년대에 캘리포니아 캠퍼스로 개명된 버클랜드는 미국 캘리포니아 주 샌프란시스코 만을 따라 500피트(약 9km)나 되는 싼 싼 거리이고 조지 조지프 템
A-103,그렇기 때문에 북한의 허심탄회한 논의가 이루어져야 한다고 생각합니다.,1,고로 북한의 허심탄이 꺼지지 않도록 설득력 있게 말해야 한다고 생각합니다.
니우아포오우섬,이 무공해 탐사선은 ‘리틀 아메리’라 불리며 약 250m에 달하는 높이를 가진 이 공간에서 바닷가 근처의 작은 통로에서 채취해서 옮기는 것이다.,1,약 250m의 높이가 있는 이 무공해 탐사선들이 신수하여 옮기는 물을 막는 데 쓰이는 작은 통틀 뒤쪽의 바닷가 외오서 만들어진 ‘리틀 아메리카’라 불리는 모퉁이가 N
마농 레스코 (소설),고졸리(58세)는 당시 빈에 머물던 중국인과 일본대 휴학생들 약 오십이 세의 젊은 승려와 일신 만남을 갖고는 못 만났다고 합니다.,1,그 당시 빈에서 지냈던 중국과 일본의 대학교 휴학생들 대략 오십이 세쯤 되는 젊은 승려와 좀체 만남을 갖지 못했다는 고졸리(58세) 얘기입니다.
조선의 왕비 목록,왕비가 비익조가 된 경복궁에서는 평상시 세자빈이 노비였다가 강간으로 죽은 이도 존재했고 고종의 후궁으로 추존된 지 백육,1,왕비가 비익조가 된 경복궁에서는 평상시에 세자빈이 노비였다가 강간으로 죽은 이도 있었고 고종의 후궁으로 추존된 지 백육십구년 지복
장풍운전,최근 국내의 소설 사이트에서 박선옥이라는 소설가의 작품을 볼 수 있습니다.,1,국내의 소설 사이트에서 최근 소설 문필가 박선옥 씨의 작품을 볼 수 있습니다.
제임스 쿡,"아버지는 농장 주인의 문명을 물려받았고, 1736년 아메리카합중국의 뱅크뱅크에서 일하던 자위함의 장본인이 된 그는 모친의 손에 이끌려 태평양을 건너왔다.",1,"태평양을 건너 오게된 아버지는 농장 주인의 문명을 물려받아 갔고, 1736년 아메리카합중국의 뱅크뱅크에서 일하던 자위함의 장본인이 된 그는 모친의 손에 이끌려 온"
52 헤르츠 고래,이끼를 본 적이 많은데 대왕고래와 작은 고래를 구별하는 건 어렵지 않은데 앙코버의 경우 60~74로 많이 나오지만 50,1,"대왕고래와 작은 고래를 구별하는 것이 어렵지 않은데 여러 번 본 이끼를 만났을 때 내는 신고로 앙코버의 선율은 60~74로 잦지만, 대번"
코파 델 레이 2019-20,2009년 런던 올림픽에서 동메달을 획득한 크리스티아누 호날두(36·스페인)가 기록한다면 한국에서도 같은 성적이다.,1,2009년 런던 올림픽에서 동메달을 획득한 크리스티아누 호날두(36·스페인)가 기록한다면 한국에서도 비슷한 성적이다.
페드루 2세 (브라질),그러나 1907년 프랑스 엘리제궁에서 장인이 된 뒤 엘리제를 포함해 37년간 외교관으로 지낸 페드루 1세는 정치적 대립에서 벗어났다.,1,그러나 정치적 대립에서 빠져나온 페드루 1세는 1907년 프랑스 엘리제궁에서 장인이 된 뒤 엘리제를 포함해 37년간 외교관으로 지냈다.
인상 (종교),붓으로 쓴 ‘선비(禪妃)’와 ‘용비’ ‘온수’(캔버스) 같은 그림은 수학을 탐구할 때 이목이 집중되는 부분이다.,1,부처가 우뚝 솟아 있는 듯한 느낌의 붓글씨를 쓴 ‘선비(禪妃)’와 ‘용비’ ‘온수’(캔버스) 같은 그림은 수학에서 이목을 끈
부산광역시의 코로나19 범유행,다른 검사에서 숨진 사람들로는 시신 정보를 취합해 부검 과정에서 찾은 부산 수영구 5층에서 7층까지 사직한 사람들이 검사에 의해 검소하게 숨졌다.,1,"사망자 가운데 시신 정보를 알려 산 이들은 부검 과정에서 검사의 지휘를 받은 부산 수영구 5층에서 7층까지, 다른 검사에서 숨진 자들은 검소하게 숨졌다."
섹스투스 폼페이우스,"뱅크시는 폼페이우스 마그누스, 조지프 첸트프티 주한 프랑스 대사와 함께 오스트리아 빈에 사는 안사람 페자크(Pejac)가 자취한",1,"폼페이우스 마그누스, 조지프 첸트프티 주한 프랑스 대사와 같은 외교관이었던 뱅크시가 오스트리아 빈에 사는 안사람 페자크(Pejac)가 자취한"
서울역 압사 사고,한국여성정책연구원의 박선숙 부장이 서울역 고가 도보 순차 사고 때 화마에 시달린 것으로 알려졌다.,1,서울역 고가 도보 순차 사고 당시 화마에 시달린 것으로 보이는 한국여성정책연구원의 박선숙 부장이 지목되었다고 한다.
권한쟁의심판,"헌법소 판결이나 민법 772조 1항에 명시된 것처럼, 구체적 사안을 알 수 없는 대통령이 수정된 헌법과 법률안의 수정 혹은 변경을 승인하는 것은 헌법",1,권한쟁의심사를 통해 국회에 적합한 직분을 보장한 헌법소 판결이나 민법 772조 1항에 명시된 바에 따르면 구체적 사안을 알 수 없는 대통령이 수정된 헌법 및 법률안의 수정 또는 변경을 승인하는
대한민국-케냐 관계,케냐에 국빈으로서 방문했던 에르도안 대통령은 2008년 케니포드 대통령과 정상회담을 한 뒤 밀월의 친밀도를 높이려고 노력했고 그의 한국 방문 기간에는 정상회담에 실패한 노무현 전 대통령이,1,"한국과 케냐의 관계는 1964년 2월 시작됐습니다. 2012년 당시 케냐를 찾은 한국인은 9400명에 달했습니다. 덕분에 한국은 인도 중국 일본에 이어 아시아 국가 중 케냐에 가장 많은 관광객을 보낸 네 번째 나라가 됐죠.
2016년에 박근혜 전 대통령은 아프리카 순방의 일환으로 케냐를 국빈 방문했다.
두 나라의 관계 개선과 협력 확대를 위해 여러 협정들이 맺어졌습니다. 다양한 분야에서의 협력을 증진하기 위한 노력들이 결실을 맺은 것이죠.
2018년 이낙연 국무총리가 케냐를 방문했다. 그는 우후루 케냐타 대통령과 회담을 가졌다. 그들은 양국 관계의 심화와 무역 증대에 대해 논의했다.
2012년 김황식 국무총리는 케냐를 방문하여 음와이 키바키 대통령과 라일라 오딩가 총리를 만났습니다. 두 정상과의 회담을 통해 양국 관계 증진 방안을 논의했습니다.
2012년 라일라 오딩가 총리가 한국을 찾았습니다. 김황식 국무총리와의 회담도 성사되었죠.
양국 간 상호교역은 302억 달러(약 3억3000만 달러) 규모다. 케냐가 한국에 수출하는 물품은 약 27억4000만 달러(약 3000만 달러)에 달한다. 한국은 케냐에 약 274억 달러(3억 달러)어치의 상품을 수출한다. 2009년 케냐가 한국에 약 9000만 달러(100만 달러)어치의 커피를 수출했고, 2013년에는 5억4000만 달러(600만 달러)로 늘었다.
케냐에서 한국으로 많이 수출되는 물건들을 살펴보면 담배 커피 고철 같은 원자재부터 원석 화분 향신료 같은 특산품까지 다양합니다. 생선이나 목제품 수공예품 맥주 등도 빼놓을 수 없죠.
한국에서 케냐로 수출하는 주요 품목은 철강, 플라스틱, 전기기계, ICT 장비, 화학제품, 고무제품, 제약, 자동차 등이다.
양국은 무역 개선, 보조금 및 개발 지원 감독, 케냐와 한국에 대한 투자 촉진 및 보호, 이중과세 회피에 관한 양해각서(MOU)와 협정을 체결했다.
삼성 LG 현대 등 많은 한국 기업들이 나이로비에 지사를 두고 있습니다. 삼성은 케냐에 TV 조립 공장을 세울 계획이라고 합니다. 그리고 2012년에는 대우건설이 케냐 킬리피 현에서 발전소 건설 계약을 따냈는데 무려 1190억 달러 약 13억 달러 규모였습니다.
대한민국은 나이로비에 대사관을 두고 있다. 케냐에는 2007년 문을 연 서울에 대사관이 있다."
우크라이나 소비에트 사회주의 공화국,"소비에트연맹은 콜코프스키의 ‘플레빈스 모조’ 규칙에 의거해 각국 국민들에게 여러 가지 자격을 부여해 달라고 요청했는데, 러시아가 리튬튬",1,"소비에트연맹은 콜코프스키의 ‘플레빈스 모조’ 규칙에 따라 각 나라의 국민들에게 여러 가지 자격을 부여해 달라고 요청했는데, 러시아가 이 의견에 따르면 리튬튬"
태풍 링링 (2019년),"한국식으로 '꽃'에 비유되는 아름다운 여성이다, 꽃과 같은 생김새로 인한 '본보기 드름성'이기도 한 프레젠트(태양변속기)나 섬 풍속으로 흘러가는 바닷바람에",1,태풍 '꽃'에 비유되는 아름다운 여성이 한국식 이름인 프레젠트(태양변속기)나 섬 풍속으로 인한 '본보기 드름성의 흔적이 잘 드러나는
손열음,국내 피아노 계 계수로 데뷔한 지 꽤 된 거 같아요.,1,"손열음 1986년생 대한민국 피아니스트입니다. 2011년 제14회 차이콥스키 국제 피아노 콩쿠르에서 뛰어난 실력을 인정받아 준우승을 차지했죠. 거기에 모차르트 협주곡 최고연주상과 콩쿠르 위촉작품 최고연주상까지 수상했습니다.
손열음은 1986년 5월 2일생입니다. 초등학교 5학년이던 1997년, 차이콥스키 국제 콩쿠르에서 최연소 2위에 입상하며 주목받기 시작했죠. 이듬해인 1998년 7월에는 금호영재콘서트의 첫 주자로 무대에 서며 음악계에 데뷔했습니다. 금호문화재단의 영재 발굴 프로그램 덕분이었죠. 이후 승승장구했습니다. 1999년 오벌린 국제 콩쿠르를 시작으로 2000년 에틀링엔 국제 콩쿠르, 2002년 베르첼리 비오티 국제 콩쿠르에서 연이어 최연소 우승을 차지했어요. 2005년 루빈스타인 국제 피아노 콩쿠르에서도 3위에 입상하며 국내외에서 인정받았습니다. 하지만 정말 큰 주목을 받은 건 2009년 반클라이번 국제 피아노 콩쿠르였습니다. 준우승과 최우수 실내악 연주상을 동시에 수상하며 그의 재능을 확실히 인정받았죠.
발레리 게르기예프, 로린 마젤, 로렌스 포스터, 드미트리 키타옌코, 유리 바슈멧, 제임스 콘론, 카렐 마크 시숑, 네빌 마리너, 정명훈 등의 지휘로 뉴욕 필하모닉, 로테르담 필하모닉, 이스라엘 필하모닉, 체코 필하모닉, 도쿄 필하모닉, 도이치 라디오 필하모니, NDR라디오필하모니, NHK 심포니, 시애틀 심포니, 예루살렘 심포니, 스베틀라노프 심포니, 아카데미 오브 세인트 마틴 인 더 필즈, 마린스키 극장 오케스트라 등 세계 정상급의 오케스트라와 협연 무대를 가졌으며, 독일 라인가우 페스티벌, 바트 키싱엔 페스티벌, 프랑스 브장송 페스티벌, 폴란드 베토벤 부활절 페스티벌, 스웨덴 발틱시 페스티벌, 슬로베니아 류블리아나 페스티벌, 미국 포틀랜드 피아노 인터내셔널 등에 초청되어 연주하였다.
또한 서울시향, KBS교향악단, 코리안심포니 오케스트라 및 부천, 수원, 대전, 부산, 울산, 광주, 원주시향 등 국내의 모든 주요 교향악단들과 협연하였고 2007년 뉴욕 UN 총회장에서 열린 반기문 UN 사무총장 취임 축하 연주, 2012년 한국-오스트리아 수교 120주년을 기념한 오스트리아 대통령궁 음악회에서 연주, 2013년 박근혜 대통령의 방미 일정에 동참하여 한미 동맹 60주년 기념 만찬에서 연주하는 등 대한민국의 문화사절로도 활발한 활동을 펼쳐왔다. 제1회 ‘금호음악인상’, ‘난파음악상’, 문화체육관광부의 ‘오늘의 젊은 예술가상’을 수상하고 동아일보의 ‘한국을 빛낼 100인’에 3년 연속 선정되어 명예의 전당에 오르는 등 명실상부한 대한민국의 대표 피아니스트로 자리매김했다.
2004년 10월, 첫 음반인 '쇼팽의 에튀드 전곡집'을 선보였습니다. 2008년 12월에는 '쇼팽의 피아노와 현을 위한 녹턴' 음반이 유니버설 레이블을 통해 나왔죠. 2009년 '반클라이번 콩쿠르' 연주 실황은 이듬해 아르모니아 문디에서 음반으로 출시되었습니다. 국내에선 2012년 7월, 오뉴월뮤직에서 '피아노' 음반을 발매했는데 국내 최초 멀티채널 SACD라는 점이 특징입니다. 마지막으로 2016년에는 DECCA 레이블을 통해 근대 음악을 담은 '모던 타임즈' 음반을 발표했습니다.
중앙일보의 주말에디션인 중앙선데이의 최연소 고정 칼럼니스트로도 활동했던 그녀는 지난 5년간 기고해 온 칼럼들을 모아 2015년 5월, 첫 에세이집 <하노버에서 온 음악편지>를 출간하기도 했다. 또한 고향인 강원도 원주시와 한국을 대표하는 공연장인 예술의전당의 홍보대사로도 활약 중이다. 2016년, 평창대관령음악제의 부예술감독으로 위촉되어 정명화, 정경화 예술감독과 함께 대한민국을 대표하는 클래식 음악 축제를 기획했고, 현재는 평창대관령음악제의 예술감독으로 음악축제를 총지휘하고 있다. 한국예술종합학교에서 김대진 교수와 수학하였고, 현재 독일 하노버 국립음대에서 아리에 바르디 교수를 사사하고 있다.
MBC TV의 클래식 음악프로그램인 TV 예술무대의 2018년 7월 14일부터 손열음 씨가 진행자로 다양한 클래식 공연을 시청자들에게 소개하고 있다. 또한, 2018년 부조니 피아노 콩쿨에서 예선 심사위원장으로 선임되어 신인 음악가를 발굴하는 역할도 수행하였다."
윤주 (배우),평소 영화와 드라마를 다뤄 봤던 어머니(인사동 스캔들)는 죽고 나서 4년 만에 다시 공연에 참가하게 되었다.,1,"‘인사동 스캔들’ 이후에 4년 만에 다시 공연에 참가하게 된 것이, 평상시 영화와 드라마를 다뤄봤던 탓에 바짝 얼굴을 내밀고 싶어 하던 모친의 숨이 끊겼지만"
제네바주,스위스 서남쪽 주둔지에 있던 나폴레옹 사보이아 왕조의 수도에서 수도로 바뀌면서 반대 세력 주변인 제네바 호수 근처에서 흘러들어왔다,1,스위스 서남쪽 주둔지에 있던 나폴레옹 사보이아 왕조의 서반 토우에서 수도로 바뀌면서 불찬성 목하 근처인 제네바 호수 근처에서
